Index,FFT_Real,FFT_Imag,DFT_Real,DFT_Imag
8225,11.910778,-11.628419,11.963032,-10.624380
8226,11.908767,-11.629389,11.927582,-11.675162
8227,11.903832,-11.641295,11.939342,-11.704041
8228,11.910472,-11.643598,12.090462,-11.502851
8229,11.923880,-11.633632,11.913862,-11.629988
8230,11.925113,-11.605627,12.069220,-11.711353
8231,11.906595,-11.581274,11.902168,-11.680864
8232,11.868074,-11.580904,11.698812,-11.442207
8233,11.839154,-11.603994,11.824732,-11.555930
8234,11.836412,-11.648676,11.497537,-11.765042
8235,11.862321,-11.674129,11.869916,-11.748929
8236,11.902532,-11.679637,11.979943,-11.701284
8237,11.925045,-11.656672,11.910389,-11.662973
8238,11.924074,-11.628604,12.958738,-12.992983
8239,11.907399,-11.619803,12.341546,-11.834286
8240,11.898284,-11.621761,12.050994,-11.312639
8241,11.905149,-11.629622,11.962691,-11.756759
8242,11.912434,-11.626998,12.318681,-11.108019
8243,11.914579,-11.615801,11.871784,-10.955568
8244,11.912383,-11.608477,11.966577,-11.647421
8245,11.905240,-11.606764,11.814064,-11.475904
8246,11.906769,-11.611657,11.692279,-11.521939
8247,11.908519,-11.611931,11.914614,-11.500662
8248,11.913217,-11.606130,11.780286,-11.929152
8249,11.912651,-11.598868,12.006187,-11.413545
8250,11.908423,-11.593008,11.906569,-11.625274
8251,11.908457,-11.600026,11.981606,-11.652084
8252,11.909913,-11.594315,11.947804,-11.318806
8253,11.912518,-11.590168,11.731357,-12.058748
8254,11.910837,-11.582860,11.851987,-11.635860
8255,11.911191,-11.583450,11.795005,-11.646955
8256,11.906285,-11.588711,11.848795,-11.669048
8257,11.906479,-11.584004,9.889802,-13.522742
8258,11.903640,-11.578592,11.948453,-11.599862
8259,11.916630,-11.582111,12.090301,-11.128633
8260,11.906099,-11.571130,11.802692,-11.709606
8261,11.912198,-11.568978,11.497992,-11.430155
8262,11.906508,-11.563490,11.879103,-11.621627
8263,11.902572,-11.568234,11.927492,-11.561841
8264,11.906541,-11.580052,12.028225,-11.916968
8265,11.910021,-11.563169,11.837238,-11.483006
8266,11.915427,-11.559529,11.898701,-11.454724
8267,11.905741,-11.558302,11.945896,-11.720552
8268,11.906081,-11.555798,11.994812,-11.473383
8269,11.904795,-11.563507,12.082520,-11.432628
8270,11.910605,-11.554609,11.971341,-11.603061
8271,11.917087,-11.548980,11.959098,-11.559232
8272,11.906213,-11.543217,12.022481,-11.978514
8273,11.905425,-11.543782,11.893391,-11.570588
8274,11.902067,-11.553999,11.660033,-11.220111
8275,11.911860,-11.547308,11.905443,-11.503077
8276,11.920971,-11.543774,11.931458,-10.667137
8277,11.907088,-11.530506,11.872970,-11.420359
8278,11.903030,-11.531411,11.973536,-11.586913
8279,11.898469,-11.549819,11.889185,-11.586749
8280,11.911231,-11.541757,11.899899,-11.541137
8281,11.932675,-11.537949,11.982446,-11.597931
8282,11.909695,-11.514348,11.712171,-12.530480
8283,11.905128,-11.512079,11.765524,-11.498432
8284,11.881220,-11.552512,11.807300,-11.536016
8285,11.912953,-11.551681,11.997994,-11.580748
8286,11.988650,-11.577002,12.053082,-11.635223
8287,11.921786,-11.428564,11.702506,-11.476826
8288,11.932342,-11.587586,11.831423,-11.525414
8289,11.975059,-11.426451,11.645027,-11.350726
8290,11.901569,-11.471268,11.674333,-10.909600
8291,11.874781,-11.471398,11.870960,-11.504426
8292,11.903236,-11.512455,11.920407,-11.546560
8293,11.906534,-11.503899,12.003542,-11.538567
8294,11.923582,-11.480453,11.520975,-11.681609
8295,11.905598,-11.484460,11.765409,-11.491078
8296,11.893238,-11.480104,11.765783,-10.614697
8297,11.905168,-11.497746,11.998130,-11.518801
8298,11.906652,-11.490970,13.996114,-9.227401
8299,11.917128,-11.475283,12.226525,-11.670365
8300,11.903901,-11.477574,11.878032,-12.129047
8301,11.899623,-11.474151,11.968491,-11.503559
8302,11.905160,-11.484150,11.959352,-11.453747
8303,11.906803,-11.478825,11.767251,-11.320764
8304,11.916015,-11.468287,11.839134,-11.555472
8305,11.902922,-11.467470,11.962747,-11.437464
8306,11.902060,-11.464924,11.856802,-11.357368
8307,11.902710,-11.479573,11.998605,-11.463622
8308,11.896889,-11.464669,11.655322,-11.482946
8309,11.922130,-11.471704,11.803797,-11.388528
8310,11.922790,-11.454970,11.870494,-11.742424
8311,11.893827,-11.454376,11.635396,-11.574841
8312,11.909986,-11.450827,11.877425,-11.440351
8313,11.912520,-11.457606,12.147733,-12.009326
8314,11.913298,-11.446045,12.104885,-11.462334
8315,11.908268,-11.446508,11.802004,-11.385466
8316,11.897793,-11.443455,12.029892,-11.419770
8317,11.905708,-11.446383,13.391385,-14.193054
8318,11.910634,-11.446140,12.134869,-11.715163
8319,11.912908,-11.433860,11.780885,-11.392151
8320,11.907092,-11.431015,11.821371,-11.380794
8321,11.896580,-11.427208,11.911676,-11.476131
8322,11.903327,-11.435336,12.046615,-11.515660
8323,11.905514,-11.435163,11.932249,-11.381671
8324,11.910399,-11.429458,11.841860,-11.598356
8325,11.906595,-11.426657,11.671864,-11.463758
8326,11.900239,-11.419250,11.730111,-11.424264
8327,11.900851,-11.422660,11.695935,-11.900621
8328,11.902956,-11.422688,11.662824,-11.461585
8329,11.908886,-11.417243,11.854460,-11.511592
8330,11.904325,-11.415991,11.882649,-11.393373
8331,11.901644,-11.409204,11.897779,-11.458799
8332,11.904504,-11.412370,12.137921,-11.672764
8333,11.905930,-11.412750,11.924043,-11.447102
8334,11.911903,-11.409110,11.955794,-11.440313
8335,11.905460,-11.405889,11.834206,-11.383980
8336,11.899673,-11.398313,12.209307,-11.275690
8337,11.904507,-11.398487,11.859214,-11.397010
8338,11.901745,-11.395102,12.173444,-11.716451
8339,11.907148,-11.395542,11.796874,-11.143888
8340,11.898456,-11.393466,11.836214,-11.461162
8341,11.897538,-11.386410,6.932772,-15.171316
8342,11.903494,-11.388691,12.495294,-11.771809
8343,11.907809,-11.391573,11.800059,-11.422796
8344,11.908581,-11.394463,11.904243,-11.127080
8345,11.894855,-11.389977,11.908381,-11.326862
8346,11.886220,-11.373876,11.877712,-11.274644
8347,11.892272,-11.366974,11.811768,-11.556992
8348,11.906799,-11.369813,12.068451,-11.451048
8349,11.871363,-11.429368,11.663424,-11.403722
8350,11.949871,-11.369542,11.884560,-11.239787
8351,11.919099,-11.379155,12.196712,-10.657052
8352,11.896478,-11.378945,11.945333,-11.346107
8353,11.895288,-11.363904,11.895867,-11.400006
8354,11.909131,-11.356760,11.823730,-11.358109
8355,11.914744,-11.357965,12.186489,-11.167954
8356,11.913177,-11.357367,12.048922,-11.372024
8357,11.902943,-11.361835,11.883032,-11.099869
8358,11.898511,-11.357989,12.209142,-10.972273
8359,11.909054,-11.354135,11.971024,-11.387262
8360,11.909901,-11.350711,12.087879,-11.427292
8361,11.907865,-11.342208,12.018247,-11.419907
8362,11.897017,-11.344349,11.896726,-11.387877
8363,11.884024,-11.341371,11.863503,-11.286808
8364,11.912138,-11.359771,11.813509,-11.366262
8365,11.900869,-11.325303,11.678222,-11.261539
8366,11.902896,-11.358524,11.819258,-11.350506
8367,11.909563,-11.340618,11.893754,-11.402450
8368,11.909916,-11.336640,11.399456,-11.423333
8369,11.907092,-11.325761,12.637733,-13.318530
8370,11.903604,-11.325850,11.822807,-11.316429
8371,11.902022,-11.331810,11.787031,-11.339758
8372,11.903499,-11.328867,11.842513,-11.370244
8373,11.907146,-11.322616,11.950969,-11.250897
8374,11.907347,-11.316907,10.999357,-12.713808
8375,11.905087,-11.316335,11.896927,-11.338278
8376,11.902915,-11.319853,12.397194,-10.861155
8377,11.900163,-11.316680,12.348125,-11.383760
8378,11.903345,-11.316109,28.597151,-31.013060
8379,11.906650,-11.310916,11.993427,-11.331199
8380,11.907426,-11.309242,11.791906,-11.343623
8381,11.904934,-11.306133,11.848577,-11.357239
8382,11.903816,-11.306032,11.830829,-11.315126
8383,11.906398,-11.303255,11.927743,-11.162252
8384,11.907593,-11.297647,12.278563,-11.133295
8385,11.906493,-11.296066,11.956327,-11.261910
8386,11.903092,-11.296806,11.559474,-11.265855
8387,11.900883,-11.294607,11.940907,-11.309800
8388,11.903756,-11.293003,12.340347,-12.146748
8389,11.905354,-11.288389,11.933563,-11.169640
8390,11.906272,-11.283235,13.033340,-10.862288
8391,11.905402,-11.285790,11.922228,-11.359830
8392,11.904536,-11.276985,12.044570,-11.174084
8393,11.903855,-11.282005,11.915993,-11.142525
8394,11.910686,-11.276960,12.000813,-11.271487
8395,11.905526,-11.280112,11.826614,-11.351898
8396,11.902411,-11.261000,11.921653,-11.260545
8397,11.905643,-11.272498,11.721561,-11.119621
8398,11.903070,-11.268922,11.799602,-11.243691
8399,11.906672,-11.268363,11.919366,-11.220784
8400,11.901543,-11.264426,11.927604,-11.314327
8401,11.900951,-11.260900,11.934176,-11.373179
8402,11.900054,-11.261701,11.870694,-11.222583
8403,11.901883,-11.257514,11.774793,-11.502618
8404,11.905420,-11.253889,11.990485,-11.249796
8405,11.901770,-11.249946,11.943193,-11.086211
8406,11.901985,-11.248815,12.935802,-11.088081
8407,11.898941,-11.252915,8.060229,-10.066256
8408,11.904809,-11.248950,11.969790,-11.318488
8409,11.904510,-11.246064,12.014371,-11.130816
8410,11.905414,-11.243692,11.886721,-11.301785
8411,11.904734,-11.239905,12.041295,-10.870445
8412,11.901072,-11.238610,11.780701,-11.210997
8413,11.902955,-11.237184,11.887013,-11.140550
8414,11.905910,-11.235190,14.337838,-9.898098
8415,11.903909,-11.232672,12.178924,-10.967179
8416,11.903506,-11.229869,11.959212,-11.251921
8417,11.901797,-11.228989,11.961279,-11.174413
8418,11.902460,-11.226333,11.908830,-11.192744
8419,11.905791,-11.224887,11.994911,-11.243835
8420,11.903821,-11.221980,13.995840,-12.854421
8421,11.901334,-11.219589,10.012087,-10.584805
8422,11.902693,-11.220552,12.157944,-11.439474
8423,11.907194,-11.215456,12.051888,-11.196827
8424,11.910357,-11.212373,11.980309,-10.781515
8425,11.910170,-11.204415,11.938407,-11.219937
8426,11.904443,-11.197450,11.755139,-11.398479
8427,11.900565,-11.196990,11.826115,-11.177818
8428,11.895167,-11.199734,11.588124,-10.837501
8429,11.899306,-11.203107,11.861864,-11.210159
8430,11.901403,-11.201348,11.900526,-11.111298
8431,11.903099,-11.195057,11.965753,-11.290769
8432,11.899562,-11.192411,11.949035,-11.268289
8433,11.898633,-11.187402,11.887376,-11.271461
8434,11.904386,-11.190527,11.894129,-11.201656
8435,11.893779,-11.187082,11.992448,-11.236336
8436,11.895665,-11.190467,11.901510,-11.140009
8437,11.904552,-11.181649,11.912535,-11.128109
8438,11.899481,-11.187543,12.094842,-10.984984
8439,11.898942,-11.180574,11.676865,-11.321256
8440,11.901936,-11.181629,11.730633,-11.161258
8441,11.901696,-11.174957,11.900485,-11.114634
8442,11.902554,-11.171488,11.907424,-11.197617
8443,11.897730,-11.172206,12.028733,-11.207005
8444,11.900241,-11.169475,11.757448,-11.289228
8445,11.901055,-11.169832,11.723973,-12.233281
8446,11.900210,-11.164838,11.739492,-11.198636
8447,11.902527,-11.161985,12.683907,-9.808142
8448,11.898536,-11.160510,11.973515,-11.091340
8449,11.900292,-11.159842,11.238390,-11.428582
8450,11.901958,-11.158572,11.872695,-11.126311
8451,11.901222,-11.150371,11.875212,-11.120022
8452,11.900258,-11.151045,12.118111,-11.320956
8453,11.891971,-11.147813,10.283379,-10.364780
8454,11.900636,-11.154944,11.855718,-11.202773
8455,11.897566,-11.146306,12.003585,-11.170004
8456,11.896124,-11.150345,11.754992,-11.019535
8457,11.902411,-11.144978,13.374817,-11.359342
8458,11.901423,-11.140162,11.770065,-11.020456
8459,11.899590,-11.137260,11.765576,-11.254445
8460,11.897216,-11.140571,11.974600,-10.851347
8461,11.895967,-11.137309,11.828381,-11.248610
8462,11.900961,-11.137017,12.050602,-10.950314
8463,11.896489,-11.138281,11.776227,-11.241541
8464,11.906114,-11.135140,12.384148,-10.482094
8465,11.909230,-11.145510,11.901514,-10.852345
8466,11.919816,-11.105896,11.522892,-11.230272
8467,11.891898,-11.129843,11.652171,-11.106153
8468,11.918510,-11.119541,11.879884,-11.159091
8469,11.909558,-11.112682,13.656713,-11.790071
8470,11.903326,-11.103727,11.858937,-11.091840
8471,11.900356,-11.110086,11.852612,-11.155284
8472,11.899321,-11.108964,11.675117,-11.202839
8473,11.905536,-11.107695,12.029481,-11.146918
8474,11.904906,-11.104815,11.975081,-10.916651
8475,11.902738,-11.097765,11.954766,-11.023119
8476,11.899304,-11.098394,10.929499,-10.659368
8477,11.898482,-11.098856,11.834383,-11.178693
8478,11.902555,-11.096587,11.722141,-11.054962
8479,11.902931,-11.094629,11.781767,-11.146859
8480,11.901660,-11.089811,12.000095,-11.627667
8481,11.900274,-11.083584,11.953547,-11.120227
8482,11.896160,-11.087353,12.140373,-11.273769
8483,11.901309,-11.088922,11.851884,-11.029529
8484,11.899371,-11.083713,11.876705,-11.112844
8485,11.902375,-11.079724,11.538565,-11.115312
8486,11.899049,-11.078841,11.886609,-11.082243
8487,11.899168,-11.077301,11.854565,-10.998369
8488,11.901379,-11.076818,11.854156,-11.064266
8489,11.901597,-11.072414,11.930182,-11.054475
8490,11.901419,-11.068297,11.772145,-11.191886
8491,11.898858,-11.069490,11.755784,-11.225807
8492,11.898951,-11.067680,11.891242,-11.157294
8493,11.902189,-11.069166,11.806343,-10.991365
8494,11.903749,-11.059765,12.227779,-11.298530
8495,11.900895,-11.061388,11.829790,-11.017855
8496,11.903130,-11.054882,11.602555,-10.362479
8497,11.899139,-11.052734,11.650632,-10.664518
8498,11.898477,-11.053195,12.024293,-11.008472
8499,11.901878,-11.052448,11.864185,-11.050648
8500,11.900393,-11.048498,12.094758,-11.052042
8501,11.900949,-11.044856,11.900422,-11.298930
8502,11.900138,-11.043920,11.770044,-11.185643
8503,11.898367,-11.041296,11.765629,-10.812704
8504,11.900539,-11.041539,12.043278,-10.973194
8505,11.900807,-11.037823,12.225570,-10.876312
8506,11.900407,-11.033011,12.450953,-10.765625
8507,11.899896,-11.033282,11.797923,-10.897174
8508,11.900192,-11.031569,12.089833,-11.161263
8509,11.900206,-11.029019,11.910925,-10.962399
8510,11.900035,-11.027555,10.872350,-12.228086
8511,11.900743,-11.021282,11.991879,-10.973646
8512,11.898781,-11.023008,11.859744,-11.032013
8513,11.895610,-11.020735,11.945266,-10.775191
8514,11.896378,-11.022592,11.024335,-11.461892
8515,11.900368,-11.018982,11.844742,-11.039210
8516,11.901232,-11.015474,10.136715,-9.772256
8517,11.898615,-11.011797,11.943301,-11.081705
8518,11.897834,-11.010395,11.688892,-11.117421
8519,11.897515,-11.009581,11.897495,-10.937889
8520,11.897600,-11.006152,11.597330,-11.177743
8521,11.899390,-11.004145,11.660562,-11.466717
8522,11.905140,-11.004992,11.780366,-10.905002
8523,11.899327,-10.999457,12.127197,-11.114947
8524,11.897985,-10.998387,12.889572,-10.323027
8525,11.896484,-10.992370,11.809792,-11.085739
8526,11.905765,-10.996439,11.821751,-11.035366
8527,11.894205,-10.986811,12.087465,-11.028414
8528,11.899719,-10.988054,11.945780,-10.994654
8529,11.898644,-10.984204,11.830840,-10.823253
8530,11.901905,-10.988316,11.900802,-9.751175
8531,11.899263,-10.980556,12.139359,-10.714893
8532,11.901487,-10.979636,16.646627,-16.185429
8533,11.897861,-10.976210,11.858098,-9.724266
8534,11.898964,-10.973993,11.770916,-10.904740
8535,11.897453,-10.976226,11.951111,-11.023164
8536,11.900647,-10.970635,11.877009,-10.844631
8537,11.904537,-10.972149,12.037067,-6.725093
8538,11.903975,-10.960173,11.827258,-10.960344
8539,11.907759,-10.951070,11.877519,-11.051592
8540,11.873550,-10.956985,11.829103,-11.156236
8541,11.920158,-10.962156,12.315357,-10.441928
8542,11.867512,-10.925028,11.782711,-13.295452
8543,11.879765,-10.977002,11.865078,-10.943103
8544,11.888928,-10.959397,11.738897,-11.044624
8545,11.893106,-10.963152,11.833412,-10.653514
8546,11.897164,-10.954979,12.032605,-10.924395
8547,11.896152,-10.947736,11.854648,-10.660118
8548,11.891762,-10.948605,11.876350,-10.962398
8549,11.891325,-10.950643,11.890966,-11.067096
8550,11.897102,-10.949577,11.925058,-10.887678
8551,11.898817,-10.945976,11.583565,-10.802006
8552,11.900195,-10.940723,11.892111,-10.993034
8553,11.895103,-10.941606,12.661109,-11.345593
8554,11.898114,-10.936155,12.308384,-10.634200
8555,11.899033,-10.934769,12.196113,-10.835944
8556,11.898845,-10.931134,11.922988,-10.994895
8557,11.899121,-10.926990,11.691049,-10.854347
8558,11.894709,-10.927559,11.975023,-10.896233
8559,11.894326,-10.926014,12.082458,-10.761731
8560,11.897398,-10.925515,11.854711,-10.897070
8561,11.897703,-10.920916,12.079645,-10.394746
8562,11.898206,-10.918932,11.734244,-10.827239
8563,11.896120,-10.915867,11.867658,-10.880976
8564,11.895508,-10.914022,11.942698,-10.934535
8565,11.895999,-10.914248,11.713615,-11.121197
8566,11.898346,-10.908558,12.091110,-10.997484
8567,11.898055,-10.907264,11.802161,-10.826444
8568,11.894340,-10.908547,11.959630,-11.142149
8569,11.897756,-10.904324,12.380967,-11.022541
8570,11.897402,-10.907164,11.867457,-10.931772
8571,11.900008,-10.902077,11.915723,-11.027213
8572,11.901253,-10.899596,11.952744,-11.145678
8573,11.899642,-10.892118,11.793056,-11.405300
8574,11.898537,-10.890023,12.265587,-11.782273
8575,11.894459,-10.891039,12.614195,-11.062734
8576,11.897243,-10.890571,12.003900,-11.168957
8577,11.900906,-10.892382,11.974997,-10.865087
8578,11.902311,-10.883236,11.623151,-10.755167
8579,11.907425,-10.878509,11.869365,-10.939169
8580,11.886689,-10.869913,11.948606,-10.913438
8581,11.902553,-10.885919,12.059799,-10.775706
8582,11.896129,-10.862846,12.060189,-11.349488
8583,11.890688,-10.872235,13.003386,-10.917343
8584,11.889756,-10.872035,11.927126,-10.735099
8585,11.895300,-10.870405,11.900633,-10.870782
8586,11.896520,-10.868554,11.710938,-10.821735
8587,11.897815,-10.864491,12.320163,-10.930141
8588,11.896462,-10.862024,11.939924,-10.914186
8589,11.894704,-10.861025,12.140771,-10.908343
8590,11.896214,-10.860462,11.779082,-10.799606
8591,11.896326,-10.857141,11.730766,-11.447058
8592,11.896691,-10.855941,11.979664,-10.823477
8593,11.895933,-10.853672,11.699515,-10.802930
8594,11.896008,-10.849789,11.749828,-11.029623
8595,11.896896,-10.847401,11.896070,-10.777060
8596,11.899445,-10.844377,11.976149,-11.491127
8597,11.896555,-10.841175,12.032414,-10.891972
8598,11.892799,-10.840250,11.851908,-10.849407
8599,11.889344,-10.838390,11.781160,-10.657839
8600,11.894696,-10.842700,11.900709,-10.887189
8601,11.894778,-10.836641,11.956457,-10.850836
8602,11.896493,-10.832902,11.867557,-10.849700
8603,11.895725,-10.830333,12.026731,-10.794008
8604,11.894690,-10.828461,11.963186,-10.841015
8605,11.892895,-10.827456,11.994107,-10.772135
8606,11.894671,-10.825862,11.854594,-10.782728
8607,11.896921,-10.826052,11.670331,-10.540137
8608,11.897816,-10.819900,11.965208,-10.563258
8609,11.895392,-10.816878,11.859551,-10.881290
8610,11.896455,-10.815142,11.903091,-10.915043
8611,11.893100,-10.814496,12.101539,-10.891038
8612,11.894042,-10.811523,11.874085,-11.146896
8613,11.892961,-10.810148,11.233220,-10.426748
8614,11.894196,-10.809291,11.873454,-10.718349
8615,11.894880,-10.806682,11.800983,-10.932453
8616,11.893145,-10.803098,11.861794,-10.887525
8617,11.893377,-10.802199,11.901031,-10.750416
8618,11.893447,-10.800258,12.241206,-10.782591
8619,11.893102,-10.799439,12.055119,-10.683531
8620,11.894608,-10.796877,11.784326,-11.432920
8621,11.893946,-10.793112,11.952508,-10.706318
8622,11.891387,-10.790064,11.860889,-10.861790
8623,11.892736,-10.789288,11.995874,-10.761332
8624,11.892675,-10.787668,11.960416,-10.640675
8625,11.892192,-10.784337,11.939143,-10.600980
8626,11.893182,-10.784885,12.587991,-10.410581
8627,11.894993,-10.777243,11.975868,-10.748350
8628,11.887004,-10.782722,11.844327,-10.736743
8629,11.896278,-10.783667,11.780046,-10.635164
8630,11.896354,-10.779172,11.923309,-10.502671
8631,11.899072,-10.771325,11.971498,-10.664173
8632,11.892167,-10.767797,11.948344,-10.820776
8633,11.888753,-10.766792,11.692215,-10.855389
8634,11.891912,-10.770164,11.545712,-10.816254
8635,11.895555,-10.767824,12.258814,-10.340034
8636,11.899099,-10.760955,11.986699,-10.779458
8637,11.894513,-10.758005,12.014804,-10.601292
8638,11.888657,-10.753239,12.017857,-10.888383
8639,11.891582,-10.758760,11.007474,-9.763700
8640,11.893907,-10.753918,13.499227,-8.861259
8641,11.895201,-10.751573,11.921203,-10.752700
8642,11.891109,-10.742033,12.232728,-10.894712
8643,11.887600,-10.737603,2.469871,-7.861564
8644,11.876823,-10.750523,14.261891,-11.428043
8645,11.897964,-10.744546,11.991199,-10.614655
8646,11.883052,-10.742208,11.860542,-10.694410
8647,11.895529,-10.743395,11.895456,-10.645231
8648,11.892418,-10.735095,11.809583,-10.897106
8649,11.889318,-10.730612,11.941009,-10.677660
8650,11.885723,-10.736162,11.766052,-10.715095
8651,11.891568,-10.733987,11.960586,-10.868385
8652,11.895863,-10.726368,11.977147,-10.533187
8653,11.888006,-10.712477,11.820694,-10.579349
8654,11.874906,-10.705486,11.762714,-10.793839
8655,11.854858,-10.716325,11.835293,-10.873138
8656,11.850453,-10.741250,11.861954,-10.640217
8657,11.867431,-10.760278,12.291719,-10.063358
8658,11.892398,-10.762505,12.175357,-10.524108
8659,11.912489,-10.744965,11.815118,-10.754762
8660,11.913298,-10.727730,12.435886,-12.118154
8661,11.909281,-10.710429,11.761605,-10.859073
8662,11.887453,-10.710904,11.445065,-10.940524
8663,11.893697,-10.710052,11.934381,-10.663843
8664,11.895048,-10.720279,11.933809,-10.782852
8665,11.903467,-10.714982,11.863550,-10.999013
8666,11.908940,-10.699387,11.718329,-10.736645
8667,11.892301,-10.698885,11.419057,-11.202712
8668,11.904521,-10.702346,11.871260,-10.277225
8669,11.894572,-10.695625,11.914998,-10.717647
8670,11.898945,-10.694275,11.740667,-10.825859
8671,11.895018,-10.692684,11.992754,-10.543650
8672,11.895297,-10.688855,11.947174,-10.914080
8673,11.894380,-10.688685,19.649494,-6.311352
8674,11.893745,-10.685290,11.998899,-10.684229
8675,11.896502,-10.686083,11.952388,-10.670544
8676,11.895875,-10.682133,11.946944,-10.769748
8677,11.896157,-10.679213,11.917403,-10.633560
8678,11.893145,-10.678913,11.905186,-10.687551
8679,11.893120,-10.674583,12.656410,-12.124130
8680,11.893939,-10.675817,12.006494,-10.481939
8681,11.893682,-10.673168,11.903117,-10.688934
8682,11.895893,-10.668871,12.414337,-10.849525
8683,11.891642,-10.665943,12.630933,-10.098198
8684,11.896967,-10.662218,12.028946,-10.667656
8685,11.896278,-10.667693,11.957077,-10.712701
8686,11.899917,-10.658453,11.835730,-10.730433
8687,11.894565,-10.651136,11.712280,-11.052773
8688,11.896601,-10.656659,11.913934,-10.627776
8689,11.891603,-10.654592,11.892851,-10.680352
8690,11.893095,-10.652234,11.552573,-10.465483
8691,11.893251,-10.651886,12.818186,-11.306786
8692,11.895447,-10.647741,12.062906,-10.774389
8693,11.894826,-10.644588,16.960585,-6.229264
8694,11.893237,-10.638153,11.926533,-10.549011
8695,11.890867,-10.639434,11.209339,-9.265867
8696,11.888527,-10.636745,12.219511,-9.785696
8697,11.889337,-10.638925,11.787541,-10.805429
8698,11.890154,-10.639462,11.018647,-10.642078
8699,11.890615,-10.639186,11.918410,-10.632002
8700,11.893304,-10.635275,16.157293,-11.444455
8701,11.891788,-10.629004,11.858066,-10.536530
8702,11.891289,-10.625979,12.084914,-10.323915
8703,11.891528,-10.625397,12.019187,-10.527801
8704,11.892097,-10.622374,12.006829,-10.568426
8705,11.894535,-10.621499,11.792071,-10.570785
8706,11.895026,-10.619039,12.027127,-10.890045
8707,11.894122,-10.616769,12.099484,-10.759726
8708,11.892163,-10.617099,11.445143,-10.270944
8709,11.893974,-10.616354,11.788033,-10.581921
8710,11.891719,-10.612924,11.777792,-10.741464
8711,11.892811,-10.609882,11.907556,-10.614846
8712,11.893975,-10.607750,11.917524,-10.691402
8713,11.890501,-10.603524,11.861355,-10.656110
8714,11.893358,-10.606580,11.980560,-10.803313
8715,11.897231,-10.599886,11.921181,-10.194942
8716,11.895910,-10.596855,11.958464,-10.391962
8717,11.892365,-10.594123,12.026467,-10.472084
8718,11.887991,-10.595635,11.473820,-10.392178
8719,11.892414,-10.595851,11.861843,-10.583523
8720,11.895006,-10.594537,12.086554,-10.443325
8721,11.897264,-10.580571,11.974736,-10.719203
8722,11.886804,-10.583467,12.013022,-10.400091
8723,11.897167,-10.574187,11.786926,-10.433452
8724,11.886013,-10.572046,11.344902,-11.107716
8725,11.892355,-10.577710,11.627391,-10.624499
8726,11.886765,-10.577762,11.963960,-10.521278
8727,11.896436,-10.576646,11.975721,-10.509652
8728,11.892627,-10.572977,12.026826,-10.534264
8729,11.882724,-10.568046,11.892680,-10.570581
8730,11.880407,-10.571220,11.914680,-10.666698
8731,11.881879,-10.573726,11.931255,-10.555842
8732,11.888166,-10.573380,11.590403,-10.807773
8733,11.893471,-10.571251,11.549130,-10.463139
8734,11.894852,-10.564425,11.526470,-9.661043
8735,11.894224,-10.561402,11.819307,-10.565085
8736,11.892914,-10.559525,11.910039,-10.513420
8737,11.892064,-10.559126,11.784630,-10.558573
8738,11.889774,-10.557782,11.901681,-10.738887
8739,11.889724,-10.554838,12.148978,-10.438768
8740,11.888358,-10.551114,11.698053,-10.516994
8741,11.885883,-10.547640,11.488033,-10.836698
8742,11.891781,-10.545393,11.963680,-4.797908
8743,11.894004,-10.542958,11.986925,-10.428516
8744,11.898242,-10.539198,11.970386,-10.508946
8745,11.896727,-10.536238,11.582854,-10.841677
8746,11.897759,-10.536863,11.340227,-9.375262
8747,11.895541,-10.535449,14.773363,-7.329713
8748,11.892509,-10.535671,12.136982,-10.222265
8749,11.890635,-10.535479,11.944893,-10.521839
8750,11.891212,-10.531022,11.913459,-10.601164
8751,11.892420,-10.526907,11.831216,-10.516068
8752,11.891814,-10.521336,12.010091,-10.464114
8753,11.892117,-10.522147,12.346302,-10.722766
8754,11.894956,-10.516164,12.642465,-10.565384
8755,11.890972,-10.518240,11.955708,-10.474367
8756,11.893638,-10.519499,11.897948,-10.542296
8757,11.890334,-10.521353,11.669202,-10.467133
8758,11.889257,-10.516161,11.818162,-10.543591
8759,11.885517,-10.512034,12.013935,-10.608537
8760,11.882292,-10.506175,11.955791,-10.585716
8761,11.886385,-10.499470,11.830137,-10.573959
8762,11.889744,-10.493690,11.857412,-10.683473
8763,11.896818,-10.488877,11.881049,-10.519090
8764,11.903725,-10.488746,11.998237,-10.523625
8765,11.907015,-10.492010,12.117236,-9.955068
8766,11.909431,-10.499578,11.893723,-10.520377
8767,11.907096,-10.504151,11.973150,-10.544304
8768,11.900272,-10.504635,12.003611,-10.509981
8769,11.889799,-10.502499,11.959417,-10.486238
8770,11.880662,-10.487280,11.790056,-10.509623
8771,11.879566,-10.459745,11.356423,-10.594913
8772,11.931551,-10.318786,12.083386,-10.110252
8773,11.810709,-10.574682,11.827875,-10.571112
8774,11.844061,-10.501278,11.730738,-10.483741
8775,11.861709,-10.475430,11.989959,-9.985886
8776,11.877052,-10.466082,11.970495,-10.496037
8777,11.889506,-10.463310,11.857427,-10.459539
8778,11.898601,-10.467547,11.893256,-10.489918
8779,11.901095,-10.473265,11.867136,-10.315082
8780,11.900482,-10.479191,11.748178,-10.518087
8781,11.897835,-10.480417,11.882533,-10.532222
8782,11.890546,-10.473903,11.540084,-10.524391
